"","X","Name","Rating","RatingCount","BoughtCount","Price","DeliveryFree","festival","count"
"231",252,"The Night Before Christmas at Dunder Mifflin: A hilarious and heartwarming retelling of a Christmas classic and perfect holiday gift for fans of The Office.",4.7,113,"Less than 100",17.99,"Delivery","Christmas",NA
"232",253,"Mini Karaoke Machine for Kids, Christmas Birthday Gifts for Girls Boys Toy 4, 5, 6, 7, 8, 9, 10, 12+, Portable Bluetooth Speaker with 2 Wireless Mics, Karafun Premium Songs for All Ages(Purple)",4.6,1248,"Over 1000",20.89,"Delivery","Christmas",9000
"233",254,"(Paper Airplanes) - Klutz Book of Paper Aeroplanes Craft Kit",4.7,7927,"Over 10000",10.92,"Delivery","Christmas",30000
"234",255,"Womens Winter Warm Knit Beanie Hat Touchscreen Gloves Long Neck Scarf Set with Fleece Lined Skull Caps Gifts for Women",4.6,4403,"Over 1000",23.99,"$9.14 delivery","Christmas",1000
"235",257,"Natural Crystals Keychain Gift for New Beginnings, Healing Stones Keychain Gifts for Anxiety Relief.",4.7,45,"Over 1000",7.99,"Delivery","New Year",1000
"236",258,"Body Restore Shower Steamers Aromatherapy 6 Pack - Christmas Gifts for Women, Stocking Stuffers, Birthday Gifts for Mom, White Elephant Gift, Travel Essentials, Bath Bombs - Bloom",4.4,15030,"Over 10000",16.99,"Delivery","New Year",60000
"237",259,"Big Dot of Happiness Chinese New Year - 2025 Year of The Snake Game Scratch Off Fortune Cards - 22 Count",4.5,496,"100-1000",11.49,"Delivery","New Year",900
"238",260,"A Year of Positive Thinking: Daily Inspiration, Wisdom, and Courage (A Year of Daily Reflections)",4.7,8393,"Less than 100",10.09,"Delivery","New Year",NA
"239",261,"Unboxme Gifts Warm & Cozy Ultra-Luxe Cloud Sock for Women & Men - Super Soft Luxurious Fabric Sleep Socks",4.7,1540,"Over 10000",9.99,"Delivery","New Year",40000
"240",262,"365 New Words-A-Year Page-A-Day® Calendar 2025: From the Editors of Merriam-Webster",4.5,89,"Less than 100",8.99,"Delivery","New Year",NA
"241",263,"Crystal Tree of Life 7 Chakra Healing Crystal Trees for Home Decor, Office Desk Decor, Living Room Decor, Handmade Bonsai Trees for Positive Energy, Money, Good Luck Birthday Gifts for Women, Mom",4.7,1026,"Over 10000",26.98,"$8.07 delivery","New Year",10000
"242",264,"Interchangeable Seasonal Welcome Sign Front Door Decoration, Rustic Round Wood Wreaths Wall Hanging Outdoor, Farmhouse, Porch, for Spring Summer Fall All Seasons Holiday Halloween Christmas.",4.6,6182,"Over 1000",20.99,"Delivery","New Year",7000
"243",265,"Burt's Bees Christmas Stocking Stuffers Gift Set - 6 Classic Products",4.7,86202,"Over 10000",22.61,"Delivery","New Year",10000
"244",266,"Birthday Gifts for Women, Get Well Soon Gifts, Relaxing Spa Care Package with Luxury Flannel Blanket - Valentines, Mothers Day, Christmas Gifts for Women, Mom, Wife, Girlfriend, Friends, Sis",4.7,469,"Over 1000",37.99,"Delivery","New Year",4000
"245",267,"New Year Gift: Cheers to a Fresh Start! May Your Year Be Just Right! Happy New Year! Decorative Bamboo Cutting Board with Handle, 12"" x 8""",4.6,19,"Less than 100",9.99,"Delivery","New Year",50
"246",268,"A Year of Us: A Couple's Journal: One Question a Day to Spark Fun and Meaningful Conversations (Question a Day Couple's Journal)",4.6,6695,"Less than 100",8.24,"Delivery","New Year",NA
"247",269,"Luditek Sound Activated Party Lights with Remote DJ Lighting, Disco Ball Strobe Stage Light for Home Room Dance Parties Birthday Karaoke Stocking Stuffers New Years Eve Halloween Christmas Decorations",4.5,42252,"Over 10000",9.99,"Delivery","New Year",10000
"248",270,"Happy New Year Drinking Glasses with Bamboo Lids and Glass Straw 4 PCS Set 16 oz Happy New Year Glasses Coffee Cup with 4 Brushes Can Shaped Glass Cups for New Year Party Gift",1,1,"Less than 100",25.99,"$11.12 delivery","New Year",NA
"249",271,"MESMOS Inspirational Christmas Gifts for Women, 366 Daily Affirmations, Stocking Stuffers, Perpetual Calendar, Mindfulness Self Care Gifts for Women, Office Desk Accessories for Work, Desk Decor",4.8,639,"Over 1000",19.95,"Delivery","New Year",3000
"250",272,"TOPDesign Personalized Initial Canvas Beach Bag, Monogrammed Gift Tote Bag for Women",4.8,13037,"Over 1000",16.99,"Delivery","New Year",1000
"251",273,"InnoBeta Year of Snake Gifts Socks, Chinese New Year 2025 Gifts, Symbol of The Year 2025 Snake Socks, Chinese New Year Socks, One Size Crew Socks",5,3,"Less than 100",19.99,"Delivery","New Year",50
"252",274,"6 Pcs Flamingo Gifts for Women Flamingo Lover Gifts for Girls Her Animal Lover Gift for New Year, Valentines Day, Birthday, Pink Flamingo Blanket with Stainless Steel Tumbler Bags Cute Socks Keychain",4.6,14,"Less than 100",31.99,"Delivery","New Year",50
"253",275,"TOPDesign Initial Canvas Tote Bag for Women, Personalized Birthday Gift, Casual Tassel Handbag with Wristlet Clutch",4.8,45,"Less than 100",22.99,"Delivery","New Year",NA
"254",277,"Grevosea Mini Funny Knitted Potato, 3 Inch Potato Doll Crochet Cute Wool Funny Knitted Potato Doll with Active Card Cheer up Gifts for Christmas Birthday Friends Party Decoration Encouragement",4.7,364,"100-1000",5.98,"Delivery","New Year",700
"255",278,"Body Restore Shower Steamers Aromatherapy 6 Pack, Relaxation Birthday Gifts for Women and Men, Stress Relief and Luxury Self Care - Variety",4.3,22282,"Over 10000",16.99,"Delivery","New Year",40000
"256",281,"Year of The Snake 2025 Cute Ornaments, New Year Snake Baby Honeycomb Centerpiece, Lunar New Year Party Supplies, Chinese Mascot Zodiac Gift Holiday Present Home Office Desk Table Decor",5,2,"Less than 100",12.49,"Delivery","New Year",NA
"257",282,"Solar Lanterns Outdoor Waterproof Hummingbird Garden Decor Christmas Gifts for Women Mom Grandma Hanging Solar Lights Metal Solar Decoration Outside for Yard, Patio,Backyard,Porch",4.5,552,"Over 1000",26.99,"Delivery","New Year",6000
"258",283,"Skylety Chinese New Year 2025 Gifts Set Year of the Snake 2025 Gifts with Tumbler Socks Red Envelope and Snake Bracelets for Chinese New Year 2025 Men and Women Festive Gifts",5,1,"100-1000",23.99,"Delivery","New Year",100
"259",284,"Luditek 2-Pack Sound Activated Party Lights with Remote Control, Disco Ball Light, DJ Strobe Lamp for Home Room Dance Party Supplies White Elephant Gifts Birthday Christmas Halloween Party Decorations",4.6,16070,"Over 10000",16.99,"Delivery","New Year",10000
"260",285,"Women and Men Autumn and Winter Happy New Year Knitted Hat Thick Soft Warm Chunky Beanie Crochet Beanie for Christmas",4.1,15,"100-1000",14.99,"Delivery","New Year",400
"261",286,"The Hygge Game - Cozy Conversation In Pleasant Company Multicolored, White,14 years",4.7,3277,"Over 1000",16.41,"Delivery","New Year",8000
"262",287,"Happy New Year Gift Bags with Handles 12 Pack New Years Eve Party Favors Candy Treat Goodie Bags for Happy New Year Decorations 2025 | New Years Party Favors | New Years Eve Party Supplies",5,1,"100-1000",14.99,"$8.09 delivery","New Year",100
"263",288,"Funny 40th Birthday Gifts 1985 Birthday Gifts 40 Year Birthday Gifts for Women 12 Oz Stainless Steel Insulated Wine Tumbler for Women Men Friend Coworker Christmas Graduation",4.7,36,"Less than 100",15.99,"Delivery","New Year",NA
"264",289,"Yoiemivy Chinese New Year Gifts 2025 Year of the Snake Gifts for Women Men Mom Father Colleague, 20 oz Stainless Steel Insulated Tumbler with Lid and Straw, Gifts for Lunar New Year",5,2,"Less than 100",16.99,"Delivery","New Year",NA
"265",290,"Mifoci 13.7"" Cardboard Number for Charcuterie Graduation Photo Booth Props Birthday Party Anniversary Fillable Paper Mache Chocolate Candy Cupcake Christmas New Year Gifts(Black,Number 3)",4.4,83,"Less than 100",18.99,"Delivery","New Year",NA
"266",291,"Happy New Year Christmas Gifts for Women-Valentines Day Gifts for Her-Unique New Year Gift Baskets for Women Gift Ideas-Holiday Spa Birthday Gift Set-Gifts for Mom Wife Grandma Friend Sister Coworker",4.9,37,"100-1000",24.99,"Delivery","New Year",300
"267",292,"Romantic Couple Gifts - Fun & Adventurous Scratch Off Date Night Ideas Card Game - Special for Couple: Birthday Gifts for Boyfriend, Girlfriend, Him, Her, Wife, Husband or Engagement",4.4,6454,"Over 10000",16.95,"Delivery","New Year",30000
"268",293,"AVOIN colorlife Happy New Year Gnome Fireworks Throw Pillow Cover, 12 x 20 Inch Winter Holiday Party Star Cushion Case Decoration for Sofa Couch",4.6,3,"100-1000",6.99,"Delivery","New Year",200
"269",294,"CPLA Moon Lamp Upgrade 128 Colors, Gifts for Girls Boys Kids Women Birthday, Teen Girl Gifts Trendy Stuff, Cool Astronomy Gifts, Shelf Decor, Remote & Touch Control Moon Night Light, Diameter 6 inch",4.4,2935,"Over 1000",15.99,"Delivery","New Year",6000
"270",295,"The One Year Bible NLT (Softcover): The Entire Bible in 365 Readings in the Clear and Trusted New Living Translation",4.8,3592,"Less than 100",10.92,"Delivery","New Year",NA
"271",296,"ORNACELE 2 Pack New Years Eve Gift Bags, 13 x 10.2 x 4.9 in, with Cards and Tissue Paper, NYE Paper Bags for Happy New Year Party Favor",5,2,"100-1000",4.99,"Delivery","New Year",200
"272",297,"Dinosaur Toys for Kids 3-5, Dinosaur Toys for Kids 2-4, Christmas Gifts for 2 Year Old Boy, Gifts for 3 Year Old Boys, Toddler Dinosaur Backpack",4.8,22782,"Over 10000",23.97,"Delivery","New Year",10000
"273",298,"Seven Chakra Crystal Tree Birthday Gifts for Women, Crystal Tree of Life Sister Birthday Gifts Home Decor Birthday Gifts for Mom Positive Energy New Home House Warming Gifts for Women",4.5,9855,"Over 1000",29.98,"Delivery","New Year",4000
"274",299,"2025 Year of The Snake Cards Happy Chinese New Year Card 3D Pop Up Card Wish You Lucky Prosperous Snake Year Greeting Card with Envelope Chinese Lunar New Year Card",5,17,"100-1000",13.49,"Delivery","New Year",500
"275",300,"Dad Joke Calendar 2025, Page A Day Tear Off Calendar Gift For The Dad Joke Lover, Great Christmas Gift, Funny Daily Dad Jokes Desk Calendar (2025 Calendar)",4.8,332,"Over 10000",9.99,"Delivery","New Year",10000
"276",302,"Can't Help Falling in Love Wood Music Box, Antique Engraved Musical Boxes Case for Love One Wooden Music Box - Gifts for Lover, Boyfriend, Girlfriend, Husband, Wife (BLACK)",4.3,7061,"Over 1000",12.88,"Delivery","New Year",8000
"277",304,"YATSKIA 7 Chakra Tree of Life, Crystals and Healing Stones, Birthday Gifts for Women - Crystal Tree for Positive Energy, Office Decor, Gifts for Women, Mom Birthday Gifts for Women",4.6,2865,"Over 1000",29.99,"Delivery","New Year",4000
"278",305,"Snake New Year Scratch off Fortune Cards with Chinese Red Envelopes 2025 Year of The Snake Party Games for Lunar New Year Presents Gifts Decorations 2025 New Year Party Scratch Activities",5,7,"100-1000",8.99,"Delivery","New Year",200
"279",306,"Intelligent Change The Five Minute Journal - Original Daily Gratitude Journal 2025 for Happiness, Mindfulness & Reflection - Daily Affirmations - Undated Life Planner Journal for Women & Men",4.6,16687,"Over 10000",28.49,"Delivery","New Year",10000
"280",307,"Skylety Chinese New Year 2025 Gifts Set Year of the Snake 2025 Gifts with Tumbler Socks Red Envelope and Snake Bracelets for Chinese New Year 2025 Men and Women Festive Gifts",5,1,"100-1000",23.99,"Delivery","New Year",100
"281",308,"2025 Happy Chinese New Year Card 3D Pop Up Card Year of The Snake Cards Wish You Lucky Prosperous Chinese New Year Snake Year Greeting Card with Envelope Chinese Lunar New Year Gift Card",4.9,15,"100-1000",7.99,"Delivery","New Year",200
"282",309,"Solar Lanterns Outdoor Waterproof Butterfly Garden Decor Lantern Birthday Gifts for Women Mom Grandma, Hanging Solar Lights Metal Solar Decoration Outside for Yard, Patio, Backyard, Porch",4.5,687,"Over 1000",26.99,"Delivery","New Year",3000
"283",310,"New Years Eve Party Bags Happy New Year Gift Bags Party Favors 12ct",5,8,"100-1000",9.99,"$7.87 delivery","New Year",100
"284",311,"Wiooffen 50PCS Chinese New Year Scratch Off Cards Year of The Snake Scratch Off Fortune Cards with 25 Chinese Fortune Coins 2025 Chinese New Year Party Decorations Lunar New Year Party Supplies",4.6,5,"100-1000",16.99,"Delivery","New Year",100
"285",312,"PUDDING CABIN Inspirational Gifts for Women Ring Dish You're Awesome So This is Your Remind Birthday Gifts for Women Unique, Friends Gifts For Women Her Mom Sister Coworker Christmas Gifts",4.8,5817,"Over 1000",9.58,"Delivery","New Year",3000
"286",313,"2025 New Year of Snake Beaded Charm Bracelets Colorful Crystal Pi Yao Snake Pendant Bracelet Adjustable Chinese Zodiac Feng Shui Lucky Amulet Stretch Bracelet for Women Men New Year Gifts",5,2,"100-1000",5.69,"$12.32 delivery","New Year",100
"287",314,"OUMILAN Pocket Hug Token Gifts for Men Boyfriend Girlfriend Inspirational Gift for Son Daughter Brother with Leather Keychain",4.7,1213,"Over 1000",8.99,"Delivery","New Year",3000
"288",315,"HOME SMILE Ceramic Ring Dish Jewelry Tray for Mom Sister Friends",4.8,25552,"Over 1000",14.99,"Delivery","New Year",3000
"289",316,"Hummingbird Solar Lanterns Outdoor Waterproof Garden Decor Birthday Gifts for Women Mom Grandma, Hanging Solar Lights Metal Solar Decoration Outside for Yard, Patio, Backyard, Porch",4.5,687,"Over 1000",26.99,"Delivery","New Year",1000
"290",317,"Cell Phone Stand with Wireless Bluetooth Speaker and Anti-Slip Base HD Surround Sound Perfect for Home and Outdoors with Bluetooth Speaker for Desk Compatible with iPhone/ipad/Samsung Galaxy",4.5,10229,"Over 10000",26.99,"Delivery","New Year",10000
"291",318,"TOPDesign Initial Canvas Tote Bag for Women, Personalized Birthday Gift, Casual Tassel Handbag with Wristlet Clutch",4.8,45,"Less than 100",22.99,"Delivery","New Year",50
"292",319,"Hummingbird Solar Lanterns Garden Decor Birthday Gifts for Women Mon Grandma Metal Hanging Solar Lights Waterproof Outdoor Decoration for Outside LED Lanterns for Yard Patio Lawn Pathway Landscape",4.3,339,"Over 1000",26.99,"Delivery","New Year",4000
"293",320,"Canvas One Line a Day: A Five-Year Memory Book (Yearly Memory Journal and Diary, Natural Canvas Cover)",4.7,4498,"Less than 100",15.26,"Delivery","New Year",NA
"294",321,"TOPDesign Personalized Initial Canvas Beach Bag, Monogrammed Gift Tote Bag for Women",4.8,13037,"Over 1000",16.99,"Delivery","New Year",1000
"295",322,"Yoiemivy Chinese New Year Gifts 2025 Year of the Snake Gifts for Women Men Mom Father Colleague, 20 oz Stainless Steel Insulated Tumbler with Lid and Straw, Gifts for Lunar New Year",5,2,"Less than 100",16.99,"Delivery","New Year",NA
"296",323,"Moose Master - Laugh Until You Cry Fun - Your Cheeks Will Hurt from Smiling and Laughing so Hard - for Fun People Looking for A Hilarious Night in a Box",4.5,3648,"Over 10000",21.99,"Delivery","New Year",30000
"297",324,"Chinese New Year Red Envelopes Snake 2025, Lunar New Year of the Snake Envelope, Chinese New Year Decorations 2025 Lunar New Years Gifts with 6 Different Gold Patterns (18 Pcs 6.69 * 3.54in)",4.8,57,"Over 1000",6.99,"Delivery","New Year",1000
"298",326,"The Night Before Lunar New Year",4.7,57,"Less than 100",5.57,"Delivery","New Year",NA
"299",327,"Dragon Touch 10.1'' WIFI Digital Picture Frame - 1280*800 HD IPS Touch Screen Digital Photo Frame Display, Auto-Rotate, Share Photos/Videos Instantly via Free App Best Gifts for Birthday, Wedding, Mom",4.5,10109,"Over 10000",43.99,"Delivery","New Year",10000
"300",328,"7 Chakra Tree Of Life Decor, Crystal Tree For Positive Energy, Gemstones And Crystals, Womens Birthday Gifts, Feng Shui Tree, Gem Tree Stones, Crystal Gifts, Home Decor, Chakra Decor, Spiritual Gifts",4.6,4159,"Over 1000",29.99,"Delivery","New Year",1000
"301",329,"5-in-1 Bamboo Charcuterie Board - 360° Rotating, Tiered, Detachable, Easy to Clean - Ideal Gift for Christmas, New Year, Wedding, Housewarming and Party",4.7,95,"Over 1000",29.98,"Delivery","New Year",1000
"302",330,"Cell Phone Stand with Wireless Bluetooth Speaker and Anti-Slip Base HD Surround Sound Perfect for Home and Outdoors with Bluetooth Speaker for Desk Compatible with iPhone/ipad/Samsung Galaxy",4.5,10229,"Over 10000",26.99,"Delivery","New Year",10000
"303",332,"Interesting Facts For Curious Minds: 1572 Random But Mind-Blowing Facts About History, Science, Pop Culture And Everything In Between",4.5,12340,"Less than 100",10.59,"Delivery","New Year",NA
"304",333,"Happy New Year Earring for Women Glitter Bling Rhinestone Star Letter New Year Holiday Earrings Festive Party Jewelry Gifts",5,11,"Less than 100",9.99,"Delivery","New Year",50
"305",334,"Onebttl Chinese New Year 2025 Gifts - Year of The Snake - 12oz/350ml Double Wall Vacuum Insulated Stainless Steel Mug with Lid - Decorations for Lunar New Year - Red",4.8,33,"Less than 100",23.99,"Delivery","New Year",50
"306",335,"A Year of Self-Care: Daily Practices and Inspiration for Caring for Yourself (A Year of Daily Reflections)",4.6,1368,"Less than 100",10.57,"Delivery","New Year",NA
"307",336,"Mifoci 13.7"" Cardboard Number for Charcuterie Photo Booth Props Birthday Party New Year Anniversary Fillable Paper Mache Cupcake Chocolate Candy Christmas Graduation Decorative Gifts(Number 2,Brown)",4.6,66,"Less than 100",18.99,"Delivery","New Year",NA
"308",337,"Best Year Yet: A Journal for Becoming Your Best Self (Self Improvement Journal, New Year's Gift, Mother's Day Gift)",4.6,41,"Less than 100",9.92,"Delivery","New Year",NA
"309",338,"Atonofun 2025 New Years Eve Party Supplies, 72 Pcs New Year Glasses Headband Tiara Noisemakers Horns Bead Necklaces and Plastic Leis 2025 New Year Party Favors Decorations Gifts for Kids Adults",3.7,6,"100-1000",17.99,"Delivery","New Year",400
"310",339,"Makeup Patches - Silver - Face Glitter Makeup Speckles - Glow Up Makeup Patches - Face Glitter Speckles Patches - Cute Glitter Makeup Accessories for Women - Cosmetic Glitter for Face - 6 Count",4.6,789,"Over 1000",15.99,"Delivery","New Year",6000
"311",340,"Chinese New Year Gifts 2025 Year of the Snake Gifts 12 oz Ceramic Coffee Mug with Spoon Red Personalized Porcelain Cup Funny Gift for Lunar New Year",4,1,"Less than 100",18.99,"Delivery","New Year",NA
"312",341,"ZOROSY Wood Makeup Mirrors for New Years - Rectangle Wall-Mounted Mirrors Table Mirrors for Living Room - New Years Gifts (16.5"" L x 12"" W)",4.5,1084,"100-1000",30.99,"Delivery","New Year",100
"313",344,"Mifoci 13.7"" Rose Gold Cardboard Number for Charcuterie Cupcake Birthday Party Decoration Wedding New Year Anniversary Fillable Paper Mache Chocolate Candy Christmas Graduation Gifts(Number 6 or 9)",4,10,"Less than 100",18.99,"Delivery","New Year",NA
"314",345,"4 Pack Happy New Year Eyeglasses Fancy New Year Party Glasses Funny Sunglasses Eyewear",4.5,133,"100-1000",7.59,"Delivery","New Year",900
"315",346,"Chuangdi 24 Pcs Happy New Year Party Cups 24oz Bulk 2025 New Year Eve Gifts Cups with Straw and Lid Reusable 2025 Tumbler for Team Employee Coworker 2025 New Years Eve Party Favor Supplies",2,2,"100-1000",23.99,"Delivery","New Year",100
"316",347,"12pcs 2025 New Years Eve Party Favor Treat Box Celebrate 2025 Treat Box Candy Goody Gift Boxes for Happy New Year party New Year Eve Party Supplies",4,10,"Less than 100",12.99,"$7.96 delivery","New Year",50
"317",348,"3 Pcs Chinese Lunar New Year 2025 Snake Fortune Bracelets, Adjustable Beaded Charm Red String Bracelets Charm Bracelet, Feng Shui Lucky Chinese Zodiac Animal Jewelry for Women Unisex Gift",4,2,"100-1000",12.99,"Delivery","New Year",100
"318",349,"wonuu Christmas Rubber Duck, Mini Ducky with New Year Accessories Tree Ball Sunglasses Necklace for Festival Gift Xmas Decoration Car Dashboard Ornament, Plaid Knitted Scarf-Red Cowboy Hat",5,4,"Less than 100",7.99,"Delivery","New Year",NA
"319",350,"12"" 3D Printed Dragon Egg Set with Gift Box & Card, Easter Eggs Mythical Dragon Eggs with Dragon Inside, Mystery Dragon, 3D Dragon Fidget for Birthday Gift, New Year Gift, Party Favours (RedGold)",5,2,"Less than 100",19.99,"Delivery","New Year",NA
"320",352,"Why a Son Needs a Mom: Celebrate Your Special Mother Son Bond this Valentine's Day with this Heartwarming Picture Book! (Always in My Heart)",4.9,4658,"Less than 100",6.05,"Delivery","New Year",NA
"321",353,"Squishy Puppy Night Light, Cute New Year Night Light as Gifts, Rechargerable Dimmable Nursery Soft Touch Bedside Baby Night Light, Portable and Wireless",5,2,"Less than 100",15.99,"Delivery","New Year",50
"322",354,"Veken 8 Set Packing Cubes for Travel, Gifts for Women Mom, Suitcase Organizer Bags for Luggage with Hanging Toiletry Bag and Shoe Bag, Vacation Essentials Travel Accessories for Cruise Ship",4.6,12964,"Over 10000",21.99,"Delivery","New Year",10000
"323",355,"MELASA Unisex Hat with Light, USB Rechargeable Hands Free Headlamp LED Beanie, Winter Gifts for Men Dad Father Husband Him",4.7,3263,"Over 1000",17.99,"Delivery","New Year",4000
"324",356,"NOWWISH Valentines Day Gifts for Him Men Husband - Awesome Coffee Mug, Inspirational Birthday & Holiday Presents for Men Him Boyfriend, 14oz Navy Blue",4.8,1357,"Over 1000",21.99,"Delivery","New Year",4000
"325",358,"Sieral 4 Pcs Year of the Snake 2025 Chinese New Year 2025 Gifts 12oz Snake Stainless Steel Mug with Lid, Snake Beaded Bracelets, Snake Keychain with Box, Red China Snake Decorations for Lunar New Year",5,5,"100-1000",29.99,"Delivery","New Year",100
"326",359,"2025 New Years Eve Glasses - 4PCS, Happy New Year Party Supplies Favors Decorations Gifts, NYE Plastic Glasses Eyewear Photo Booth Props, Class of 2025 Graduation Party Accessories",4.9,12,"100-1000",6.89,"Delivery","New Year",500
"327",361,"This Year I Will...: A 52-Week Guided Journal to Achieve Your Goals",4.6,2452,"Less than 100",9.69,"Delivery","New Year",NA
"328",362,"Nuogo 24 Pack Happy New Year Party Cups Bulk 2025 New Year Eve Gifts 24 oz Cups with Lids and Straws Glitter Tumbler Reusable Plastic Holiday Cup for Employee Students Party Drinking Filling Candies",4.1,4,"100-1000",27.99,"$11.62 delivery","New Year",100
"329",363,"15 PCS Glow Sticks, Glow in The Dark Party Supplies, Bulk Light Up Party Favors, Glow Bracelets Necklaces, Neon Party Decorations,Valentine's Day Birthday Wedding Camping Fun",4.7,574,"100-1000",14.99,"Delivery","New Year",700
"330",364,"New Morning Mercies: A Daily Gospel Devotional",4.8,12742,"Less than 100",11.49,"Delivery","New Year",NA
"331",365,"InnoBeta Year of Snake Gifts Socks, Chinese New Year 2025 Gifts, Symbol of The Year 2025 Snake Socks, Chinese New Year Socks, One Size Crew Socks",5,3,"Less than 100",19.99,"Delivery","New Year",50
"332",366,"RUSPEPA New Year Wrapping Paper Roll - Mini Roll - Black and Gold Design Great for New Year, Christmas, Holiday and Party - 17.5 Inches X 32.8 Feet",4.6,439,"100-1000",8.99,"Delivery","New Year",300
"333",368,"12 Pairs New Year Earrings Bulk Happy New Year Star Hat Balloon Earrings Set for Women Glitter Enamel NEW YEAR letter Dangle Earrings New Year's Eve Festive Holiday Party Earing Jewelry Gift",3.8,9,"100-1000",12.99,"Delivery","New Year",100
"334",369,"12 Pairs Happy New Year Glasses New Year's Eve Sunglasses Novelty 2025 Plastic Glasses Photo Props for New Year(Stylish Styles)",4.4,12,"100-1000",23.99,"Delivery","New Year",200
"335",370,"Warming Mat for Food, Graphene Full Surface Heating-Electric Warming Tray with 6 Temperature Settings and Timing Function, Portable Food Warmers for Parties Gatherings, Gray",4.4,37,"100-1000",69.99,"Delivery","New Year",900
"336",372,"Zhanmai 36 Pcs Happy New Year Black Gift Bags Bulk with Handles 8.27 x 5.91 x 3.15 Inch Kraft Paper Bag Shopping Retail Bags New Year Party Favor for Holiday Birthday (Gold Foiled)",4.8,6,"100-1000",21.99,"$9.59 delivery","New Year",100
"337",374,"LED Knit Santa Hat, Light Up Christmas Hats, LED Santa Hat for Women Men, Xmas Hat Christmas New Year Gifts",4.4,13,"Less than 100",8.99,"$7.91 delivery","New Year",50
"338",375,"Our Bucket List: A Journal for Couples: Create Your Dream Life Together and Record Your Adventures",4.6,1044,"Less than 100",9.99,"Delivery","New Year",NA
